50	76.30	488.44
50	100.00	478.62
33.3333333333	78.10	480.00
16.6666666666	86.50	467.14
33.3333333333	97.70	485.45
33.3333333333	73.90	584.44
100	88.00	576.55
50	80.20	485.82
33.3333333333	88.80	487.60
100	95.30	626.67
50	77.30	487.95
100	94.70	641.45
50	97.40	565.49
33.3333333333	69.50	497.66
50	80.40	497.92
50	76.20	502.35
100	100.00	711.28
33.3333333333	77.90	530.13
100	98.70	666.88
16.6666666666	94.10	425.12
33.3333333333	83.10	493.75
100	99.10	666.67
33.3333333333	73.20	520.59
33.3333333333	60.50	484.49
33.3333333333	68.10	493.08
33.3333333333	61.20	488.37
50	89.90	549.09
33.3333333333	92.70	478.43
50	80.30	537.42
33.3333333333	88.30	499.49
33.3333333333	89.30	531.28
50	79.20	485.69
33.3333333333	85.10	498.16
50	93.80	595.12
33.3333333333	91.30	500.46
50	88.60	506.67
33.3333333333	90.10	488.12
50	81.80	491.67
50	83.80	461.85
33.3333333333	91.60	540.63
33.3333333333	94.70	489.09
33.3333333333	93.30	502.50
50	80.30	537.97
33.3333333333	81.50	488.29
100	87.30	630.32
83.3333333333	97.80	614.48
83.3333333333	95.00	583.59
100	98.00	596.36
83.3333333333	97.30	613.33
83.3333333333	98.90	640.80
100	99.50	761.32
83.3333333333	94.00	508.10
100	85.40	656.97
100	84.50	630.88
83.3333333333	99.20	580.65
83.3333333333	96.80	544.64
100	97.30	665.06
100	99.00	588.33
66.6666666666	89.90	557.30
100	92.70	661.93
100	86.20	621.08
100	91.50	630.40
66.6666666666	90.90	549.52
83.3333333333	89.60	642.20
100	90.40	630.65
100	98.40	610.00
50	85.00	565.13
83.3333333333	94.80	614.08
66.6666666666	90.10	447.27
66.6666666666	87.20	515.19
66.6666666666	68.70	525.15
50	75.20	524.90
50	91.70	516.48
66.6666666666	71.90	489.76
66.6666666666	79.30	552.59
50	97.80	505.57
50	75.80	500.69
50	79.20	530.40
50	74.50	505.25
50	76.10	498.76
50	93.00	527.27
50	86.40	511.56
50	99.80	609.25
50	75.50	516.79
50	65.30	520.61
83.3333333333	97.80	556.92
66.6666666666	84.80	601.02
83.3333333333	96.20	564.74
83.3333333333	94.60	602.96
50	73.30	487.38
50	89.80	521.84
50	95.90	514.51
50	96.80	511.50
50	77.60	507.73
66.6666666666	97.30	545.90
50	96.60	553.33
66.6666666666	92.80	503.40
66.6666666666	85.60	548.33
50	83.70	543.78
50	74.00	497.62
50	79.80	509.20
50	83.60	496.98
50	78.30	517.24
50	76.90	509.48
50	87.50	531.84
50	84.80	504.38
83.3333333333	86.40	550.00
83.3333333333	84.10	673.10
83.3333333333	92.30	576.00
83.3333333333	94.00	604.89
100	94.40	520.71
66.6666666666	96.50	602.45
100	88.00	781.11
83.3333333333	82.00	613.21
66.6666666666		592.31
66.6666666666	91.90	537.21
33.3333333333	90.20	458.57
50	98.40	554.18
33.3333333333	80.60	483.00
50	88.80	468.30
16.6666666666	84.90	456.11
33.3333333333	78.70	508.31
66.6666666666	90.70	539.17
33.3333333333	76.60	526.09
50	96.30	539.56
66.6666666666	85.40	583.04
50	100.00	560.00
50	94.80	502.43
33.3333333333	93.80	551.57
33.3333333333	94.20	534.61
66.6666666666	98.40	540.63
66.6666666666	87.20	523.68
33.3333333333	82.00	535.41
100	99.50	722.81
50	82.10	504.64
33.3333333333	87.80	454.56
33.3333333333	85.70	490.61
33.3333333333	88.80	505.31
50	79.80	467.19
33.3333333333	82.50	488.85
100	99.00	623.75
83.3333333333	89.40	614.08
100	91.90	610.00
83.3333333333	89.50	590.00
33.3333333333	88.40	491.83
50	99.10	543.80
50	96.30	542.82
33.3333333333	94.90	498.96
50	81.90	510.07
83.3333333333	97.00	678.33
50	76.20	519.45
33.3333333333	80.80	520.59
50	100.00	594.39
50	82.00	531.32
50	95.40	530.08
100	95.00	599.01
50	84.20	480.42
33.3333333333	89.90	475.00
50	88.10	508.71
50	88.50	530.17
50	84.70	517.84
83.3333333333	95.70	549.60
50	80.70	487.84
33.3333333333	91.20	506.84
66.6666666666	82.10	597.98
83.3333333333	99.50	614.42
83.3333333333	99.10	566.06
100	89.90	596.92
50	79.60	482.43
33.3333333333	87.00	469.47
83.3333333333	98.70	606.51
83.3333333333	100.00	580.93
83.3333333333	100.00	778.26
50	84.90	595.76
100	86.30	722.27
50	78.60	487.81
50	98.10	571.98
83.3333333333	96.00	655.09
66.6666666666	97.90	475.24
33.3333333333	99.20	511.11
33.3333333333	85.60	488.65
33.3333333333	93.70	549.81
66.6666666666	100.00	558.10
50	100.00	498.26
50	77.60	616.25
50	85.30	604.80
50	84.50	597.65
50	83.10	534.92
50	80.00	504.68
33.3333333333	83.10	520.00
66.6666666666	89.40	534.17
50	78.10	536.75
66.6666666666	88.00	492.42
50	97.30	511.13
50	99.30	517.66
66.6666666666	83.20	493.33
50	70.10	508.81
66.6666666666	84.70	608.31
66.6666666666	86.80	474.55
100	96.40	617.65
100	100.00	670.34
66.6666666666	87.90	540.00
100	98.80	624.48
50	74.60	491.14
50	75.50	480.49
66.6666666666	94.00	533.33
50	76.40	491.40
50	78.70	507.95
83.3333333333	90.80	509.03
50	75.30	498.00
50	53.30	506.88
50	79.70	503.67
50	69.40	514.67
33.3333333333	65.40	504.78
83.3333333333	90.70	646.67
100	97.20	628.12
33.3333333333	73.50	480.25
50	79.70	506.92
33.3333333333	83.30	510.91
50	69.90	455.00
66.6666666666	94.80	565.42
100	86.60	614.00
33.3333333333	87.40	518.40
33.3333333333	72.30	525.57
66.6666666666	80.30	642.86
16.6666666666	88.30	523.77
16.6666666666	80.70	468.12
83.3333333333	100.00	605.26
83.3333333333	99.70	760.87
83.3333333333	95.00	713.48
33.3333333333	97.20	527.27
66.6666666666	96.00	595.47
50	85.80	544.53
50	81.20	517.71
50	67.30	531.76
50	69.00	474.29
50	72.60	554.52
33.3333333333	77.80	500.34
50	63.50	474.50
33.3333333333	83.50	493.73
33.3333333333	67.40	547.62
50	95.10	565.57
66.6666666666	96.90	577.92
16.6666666666	77.80	442.60
16.6666666666	82.40	501.65
16.6666666666	84.40	504.58
16.6666666666	79.80	512.07
33.3333333333	75.10	497.39
16.6666666666	71.80	493.47
50	83.10	574.93
33.3333333333	80.50	511.11
33.3333333333	75.40	501.11
33.3333333333	74.30	498.64
50	73.20	538.18
33.3333333333	73.80	519.53
50	71.20	576.34
50	67.60	534.39
33.3333333333	63.00	541.54
33.3333333333	75.80	526.39
50	68.60	566.90
33.3333333333	68.40	515.32
50	63.70	559.36
33.3333333333	72.90	502.56
33.3333333333	79.90	524.71
33.3333333333	62.30	548.27
66.6666666666	95.00	639.65
83.3333333333	99.30	668.42
66.6666666666	97.40	585.13
33.3333333333	69.20	550.61
100	95.10	772.38
66.6666666666	96.40	567.22
66.6666666666	83.60	601.67
100	98.20	778.50
33.3333333333	62.40	537.02
83.3333333333	95.60	661.14
83.3333333333	100.00	615.71
83.3333333333	86.20	667.00
66.6666666666	95.20	629.77
83.3333333333	89.20	656.20
33.3333333333	66.40	531.34
50	54.40	514.57
100	89.60	772.55
50	65.10	553.91
50	96.20	552.86
33.3333333333	71.90	504.35
33.3333333333	72.10	472.67
66.6666666666	77.50	522.42
50	59.20	533.98
50	76.00	554.71
50	76.00	460.00
50	76.30	484.44
50	73.60	510.91
33.3333333333	67.20	491.67
50	44.60	544.00
50	76.20	570.51
50	83.20	547.57
50	78.10	517.08
50	72.00	506.38
33.3333333333	76.60	508.00
50	79.50	542.22
50	79.20	558.40
33.3333333333	62.60	504.40
33.3333333333	84.50	539.95
33.3333333333	70.40	523.72
50	81.40	550.48
50	58.70	540.00
50	65.60	503.45
33.3333333333	68.50	528.75
50	70.90	495.33
50	72.00	523.00
50	69.50	542.78
33.3333333333	80.70	589.38
83.3333333333	91.70	642.40
83.3333333333	97.20	670.81
33.3333333333	73.40	572.77
83.3333333333	94.90	790.65
66.6666666666	79.50	530.00
100	94.00	668.86
83.3333333333	81.40	622.96
50	64.50	511.11
50	71.00	482.89
50	74.90	536.49
33.3333333333	57.80	511.30
50	67.50	525.96
50	72.90	535.58
33.3333333333	79.90	522.28
33.3333333333	73.60	604.24
33.3333333333	77.40	474.74
33.3333333333	78.30	532.00
33.3333333333	88.00	520.00
16.6666666666	84.20	476.00
16.6666666666	59.80	510.97
33.3333333333	68.80	512.92
33.3333333333	66.20	505.61
66.6666666666	98.50	670.75
83.3333333333	98.50	583.23
33.3333333333	62.40	550.65
16.6666666666	89.90	485.71
50	83.80	547.78
50	93.10	609.83
33.3333333333	84.70	477.30
66.6666666666	92.40	735.00
16.6666666666	82.90	524.19
50	97.20	613.65
16.6666666666	65.90	474.78
50	85.50	520.00
16.6666666666	71.00	475.58
16.6666666666	74.30	476.48
16.6666666666	94.70	482.00
33.3333333333	78.50	540.77
33.3333333333	76.10	502.81
33.3333333333	67.80	512.31
16.6666666666	77.50	492.47
16.6666666666	62.60	506.37
66.6666666666	100.00	555.56
33.3333333333	75.50	561.61
66.6666666666	100.00	645.38
66.6666666666	97.70	580.91
50	98.10	604.21
33.3333333333	70.20	522.00
83.3333333333	100.00	613.57
66.6666666666	79.70	776.00
83.3333333333	96.50	630.37
33.3333333333	70.00	510.21
50	100.00	590.86
33.3333333333	79.20	513.46
50	98.90	631.84
33.3333333333	68.20	522.21
16.6666666666	83.40	441.58
66.6666666666	97.00	516.36
33.3333333333	100.00	612.00
83.3333333333	100.00	584.80
33.3333333333	72.60	471.03
83.3333333333	95.20	648.32
50	66.70	522.26
50	94.70	550.11
16.6666666666	91.20	447.56
33.3333333333	80.40	537.19
33.3333333333	75.40	509.76
83.3333333333	98.20	621.21
33.3333333333	69.90	494.16
50	71.10	504.29
66.6666666666	97.10	629.00
83.3333333333	98.30	582.35
33.3333333333	75.10	491.30
33.3333333333	84.20	465.24
33.3333333333	65.40	498.75
66.6666666666	95.40	588.24
50	96.70	544.32
33.3333333333	87.60	452.49
66.6666666666	94.00	595.48
83.3333333333	97.20	679.09
66.6666666666	96.40	616.67
50	79.00	552.73
33.3333333333	64.40	530.30
66.6666666666	88.40	595.47
66.6666666666	99.60	649.60
66.6666666666	96.40	496.00
66.6666666666	95.60	700.87
66.6666666666	74.80	660.00
66.6666666666	95.80	548.86
83.3333333333	89.10	601.82
0	89.70	507.61
83.3333333333	98.90	590.63
66.6666666666	93.20	503.64
50	96.80	544.55
50	90.30	586.00
50	95.00	560.00
83.3333333333	96.40	631.11
50	100.00	624.00
50	87.80	528.41
50	75.80	664.29
33.3333333333	60.60	515.16
16.6666666666	86.10	498.61
66.6666666666	94.70	625.45
66.6666666666	98.20	627.94
66.6666666666	97.30	620.86
100	98.70	817.23
83.3333333333	96.60	580.71
83.3333333333	98.60	573.16
66.6666666666	96.50	552.00
66.6666666666	98.20	523.33
83.3333333333	92.10	699.43
33.3333333333	71.30	528.50
83.3333333333	97.10	618.67
33.3333333333	57.80	529.55
33.3333333333	67.60	505.63
83.3333333333	96.70	658.75
33.3333333333	78.70	479.47
66.6666666666	94.10	567.59
66.6666666666	97.70	530.00
50		485.45
50	66.60	494.59
16.6666666666	68.60	479.13
50	97.90	573.91
50	94.40	591.30
83.3333333333	86.10	595.20
33.3333333333	78.70	504.94
50	82.30	622.63
50	76.10	667.00
50	65.60	584.89
66.6666666666	98.30	543.53
50	96.90	607.94
50	95.40	579.23
83.3333333333	92.40	613.64
50	77.30	556.82
83.3333333333	98.20	658.18
83.3333333333	96.50	659.16
83.3333333333	97.40	648.62
16.6666666666	73.30	426.67
83.3333333333	97.50	716.54
66.6666666666	96.60	543.75
66.6666666666	100.00	568.89
83.3333333333	91.60	663.33
16.6666666666	72.60	493.07
33.3333333333	71.50	535.49
83.3333333333	100.00	549.23
83.3333333333	99.40	702.32
83.3333333333	96.50	580.00
66.6666666666	94.70	599.20
66.6666666666	91.50	554.40
66.6666666666	95.10	625.81
83.3333333333	100.00	655.71
66.6666666666	98.80	598.95
66.6666666666	96.60	852.31
83.3333333333	98.30	737.27
100	84.50	811.20
50	71.30	535.00
83.3333333333	100.00	540.80
16.6666666666	83.50	487.44
83.3333333333	96.30	589.41
16.6666666666	59.60	528.83
66.6666666666	96.50	645.80
83.3333333333	93.00	682.18
66.6666666666	99.40	625.07
83.3333333333	98.70	580.62
16.6666666666	80.70	467.76
16.6666666666	75.60	497.82
50	97.70	569.33
16.6666666666	66.60	527.87
33.3333333333	67.40	496.13
66.6666666666	100.00	526.67
33.3333333333	72.70	506.49
33.3333333333	73.70	538.68
66.6666666666	94.40	651.24
83.3333333333	98.40	761.38
33.3333333333	80.80	565.78
83.3333333333	100.00	580.00
83.3333333333	96.60	622.74
33.3333333333	66.90	507.91
83.3333333333	99.60	692.14
33.3333333333	65.20	498.63
100	98.80	784.62
66.6666666666	94.50	642.07
83.3333333333	93.90	590.63
83.3333333333	100.00	622.14
16.6666666666	57.00	484.35
33.3333333333	72.80	498.59
16.6666666666	72.50	516.61
16.6666666666	80.30	518.33
50	81.20	512.20
50	98.20	623.23
66.6666666666	97.90	577.78
66.6666666666	94.10	606.81
66.6666666666	100.00	611.82
66.6666666666		684.00
50	98.90	597.60
33.3333333333	71.30	478.54
66.6666666666	93.90	585.17
50	87.60	561.71
50	92.80	508.24
50	91.50	583.00
50	90.70	685.45
16.6666666666	66.80	516.44
66.6666666666	94.80	638.28
66.6666666666	98.10	615.56
33.3333333333	80.70	484.44
33.3333333333	40.70	612.19
50	96.60	623.81
66.6666666666	100.00	679.13
16.6666666666	69.60	504.42
50	61.90	610.93
50	95.60	640.00
66.6666666666	92.60	613.73
66.6666666666	98.20	706.92
16.6666666666	73.00	529.09
33.3333333333	60.70	482.73
50	70.40	491.21
33.3333333333	76.20	464.44
50	60.80	539.00
100	100.00	651.69
100	100.00	653.03
50	68.70	536.19
66.6666666666	87.20	537.53
50	78.10	525.81
66.6666666666	68.10	500.98
66.6666666666	83.50	487.83
50	72.00	504.80
66.6666666666	66.20	530.77
66.6666666666	87.70	550.17
50	70.30	507.41
50	72.00	531.93
50	77.60	514.55
66.6666666666	82.80	506.27
100	97.70	705.27
50	69.90	554.12
50	79.50	534.81
50	93.60	569.58
50	76.10	489.54
66.6666666666	79.30	574.62
50	71.40	526.00
50	79.50	482.06
50	85.30	551.96
50	89.20	541.25
50	80.70	466.47
50	86.20	486.25
50	60.10	501.21
50	82.80	509.55
50	66.00	505.76
50	87.30	570.22
50	76.40	517.85
50	88.20	611.07
50	71.60	510.07
33.3333333333	81.10	457.45
83.3333333333	87.00	568.21
100	100.00	547.50
83.3333333333	92.60	587.41
33.3333333333	64.90	495.93
100	100.00	646.81
50	63.40	506.80
33.3333333333	56.20	527.86
50	68.40	520.57
100	99.20	608.00
50	71.30	521.92
83.3333333333	100.00	581.18
50	78.40	529.29
50	64.10	492.80
50	42.90	486.92
50	75.70	471.88
33.3333333333	72.00	518.05
33.3333333333	76.50	493.85
100	100.00	654.09
33.3333333333	88.00	548.83
33.3333333333	87.90	497.14
33.3333333333	91.60	483.67
33.3333333333	85.00	492.00
33.3333333333	78.20	447.62
16.6666666666	100.00	564.62
33.3333333333	95.20	465.00
33.3333333333	80.50	425.38
33.3333333333	75.80	485.81
66.6666666666	85.90	518.77
33.3333333333	84.70	476.84
50	84.80	460.71
33.3333333333	89.80	451.58
50	83.90	564.61
50	73.30	453.62
50	71.60	525.54
50	83.00	519.48
33.3333333333	69.40	495.97
66.6666666666	88.00	530.00
100	89.40	664.30
83.3333333333	90.20	594.88
50	82.70	434.21
33.3333333333	83.30	459.33
50	68.20	472.22
33.3333333333	77.10	482.04
33.3333333333	84.10	453.79
16.6666666666	100.00	409.09
50	96.00	415.33
50	89.80	470.30
100	93.90	654.29
33.3333333333	89.80	484.35
33.3333333333	65.50	482.15
66.6666666666	86.40	568.96
83.3333333333	96.00	566.67
50	77.80	463.45
50	87.90	500.00
33.3333333333	95.20	463.78
33.3333333333	84.10	470.77
33.3333333333	93.10	483.78
33.3333333333	85.70	480.59
33.3333333333	87.90	440.00
33.3333333333	79.70	461.11
33.3333333333	87.50	473.45
33.3333333333	88.60	476.00
33.3333333333	97.30	444.29
100	98.90	587.37
50	79.50	464.38
50	70.60	510.36
50	81.70	428.00
33.3333333333	82.30	480.71
50	79.50	459.20
33.3333333333	65.70	502.80
83.3333333333	91.50	540.61
33.3333333333	62.40	512.19
33.3333333333	70.40	474.05
33.3333333333	94.70	415.35
50	86.90	511.80
50	98.60	441.38
33.3333333333	69.40	471.67
16.6666666666	78.10	476.19
50	70.80	502.96
50	91.20	418.42
33.3333333333	85.30	508.42
50	78.20	488.53
50	70.80	465.60
33.3333333333	72.70	461.56
66.6666666666	80.00	514.94
33.3333333333	69.20	472.73
50	76.50	461.25
50	83.80	485.58
33.3333333333	83.20	484.27
33.3333333333	90.20	480.00
33.3333333333	87.10	435.24
33.3333333333	82.50	480.00
33.3333333333	81.10	473.33
50	82.70	547.07
100	94.00	664.65
50	70.00	504.33
50	77.40	519.19
100	86.60	664.85
50	86.90	520.52
33.3333333333	77.20	462.75
50	67.60	492.08
50	95.40	444.00
33.3333333333	88.70	479.07
50	85.20	493.91
33.3333333333	81.30	429.60
50	95.00	444.65
50	68.60	505.25
83.3333333333	89.30	666.58
33.3333333333	84.80	486.32
50	86.90	468.44
33.3333333333	88.00	444.80
50	74.00	497.50
33.3333333333	94.30	470.48
100	78.50	611.44
50	89.20	577.92
50	71.30	527.76
66.6666666666	82.90	533.41
100	89.80	588.57
50	61.90	479.11
66.6666666666	81.70	511.25
50	75.30	476.74
50	57.10	498.49
66.6666666666	69.00	509.99
66.6666666666	70.20	405.33
50	61.90	478.12
33.3333333333	77.90	387.86
33.3333333333	89.10	413.33
33.3333333333	88.70	452.00
33.3333333333	91.40	473.49
33.3333333333	81.60	435.00
33.3333333333	85.60	490.45
33.3333333333	95.10	453.33
33.3333333333	89.90	445.00
33.3333333333	80.80	528.43
16.6666666666	98.90	376.67
33.3333333333	100.00	438.57
33.3333333333	93.60	542.86
33.3333333333	95.40	463.33
33.3333333333	91.60	502.35
66.6666666666	83.00	536.98
33.3333333333	79.30	444.29
16.6666666666	83.90	446.43
50	92.20	444.76
16.6666666666	88.90	416.00
33.3333333333	90.10	451.76
33.3333333333	87.10	455.83
33.3333333333	93.00	397.50
50	82.90	521.59
33.3333333333	87.00	502.00
33.3333333333	94.10	509.28
83.3333333333	90.10	632.31
33.3333333333	95.00	487.59
66.6666666666	90.40	580.00
16.6666666666	93.00	400.00
33.3333333333	90.30	463.72
50	83.30	427.27
100	88.40	569.60
50	97.30	490.77
100	86.50	654.48
33.3333333333	67.80	519.66
100	94.40	697.56
50	77.70	476.54
33.3333333333	60.50	444.38
33.3333333333	72.60	487.83
50	77.60	522.29
50	74.20	490.54
33.3333333333	75.40	460.13
100	96.50	595.56
66.6666666666	84.90	594.85
33.3333333333	77.60	483.83
100	92.70	678.57
33.3333333333	79.30	434.74
83.3333333333	77.80	702.61
100	98.50	536.67
100	100.00	729.41
100	93.50	746.51
100	97.30	776.00
83.3333333333	96.30	556.91
100	94.70	706.90
83.3333333333	81.80	562.98
50	91.00	582.06
33.3333333333	79.40	489.66
33.3333333333	95.10	447.37
16.6666666666	79.10	468.73
16.6666666666	75.70	529.13
16.6666666666	84.40	568.42
50	84.40	564.04
33.3333333333	62.00	475.28
33.3333333333	63.10	472.83
66.6666666666	98.10	530.00
33.3333333333	88.10	450.34
33.3333333333	92.00	469.60
33.3333333333	77.50	524.87
33.3333333333	87.40	463.54
33.3333333333	89.80	523.33
33.3333333333	81.20	491.65
33.3333333333	91.20	426.42
33.3333333333	65.90	525.98
50	88.00	569.48
33.3333333333	69.90	486.73
33.3333333333	75.80	515.19
100	98.80	760.31
100	92.00	708.03
33.3333333333	86.70	530.09
33.3333333333	71.80	471.11
83.3333333333	93.00	627.66
83.3333333333	98.60	668.30
100	94.80	759.60
83.3333333333	94.30	596.92
83.3333333333	99.30	653.67
83.3333333333	89.70	593.04
50	75.70	514.61
33.3333333333	77.10	492.79
83.3333333333	83.30	561.00
83.3333333333	91.40	651.03
33.3333333333	67.70	526.27
50	96.80	607.43
33.3333333333	78.40	520.89
50	82.30	517.92
83.3333333333	95.40	645.71
50	92.80	485.00
50	94.50	516.94
50	62.70	475.74
50	79.20	521.74
50	89.00	518.57
33.3333333333	84.50	509.80
33.3333333333	73.30	494.07
33.3333333333	84.30	501.25
33.3333333333	91.50	522.94
66.6666666666	93.80	536.00
33.3333333333	80.60	488.67
83.3333333333	97.30	650.11
66.6666666666	90.20	697.63
83.3333333333	68.80	580.00
66.6666666666	90.80	577.71
33.3333333333	86.30	547.84
50	84.40	538.23
33.3333333333	81.00	435.88
33.3333333333	83.50	549.51
50	90.90	529.25
33.3333333333	65.50	517.06
33.3333333333	80.80	504.19
66.6666666666	94.90	588.57
50	64.80	418.57
33.3333333333	69.00	532.25
33.3333333333	79.80	497.00
33.3333333333	74.80	468.97
66.6666666666	90.70	627.47
33.3333333333	87.30	509.84
50	87.10	466.43
50	79.90	497.08
50	63.50	478.00
33.3333333333	78.90	476.67
33.3333333333	77.10	544.89
33.3333333333	79.80	505.54
50	85.20	530.45
33.3333333333	78.30	466.00
50	96.00	526.67
50	93.70	569.09
33.3333333333	97.90	593.38
16.6666666666	85.40	507.41
33.3333333333	79.60	501.64
33.3333333333	87.20	487.73
16.6666666666	85.20	468.57
33.3333333333	83.20	542.92
33.3333333333	79.70	443.95
50	99.30	544.83
33.3333333333	74.10	480.12
50	98.00	589.23
33.3333333333	95.00	481.54
33.3333333333	95.50	466.29
33.3333333333	60.30	565.38
50	100.00	584.44
33.3333333333	97.00	660.00
16.6666666666	83.20	482.67
33.3333333333	88.10	481.05
33.3333333333	79.00	518.08
33.3333333333	93.90	482.75
83.3333333333	91.80	669.32
33.3333333333	80.20	481.15
33.3333333333	77.30	469.56
16.6666666666	82.70	493.00
16.6666666666	88.30	461.00
33.3333333333	84.60	560.00
33.3333333333	82.30	467.59
50	84.60	530.00
66.6666666666	99.20	483.78
50	84.60	536.82
16.6666666666	77.40	473.61
66.6666666666	97.30	581.54
33.3333333333	72.40	505.08
50	91.40	678.17
50	93.70	562.08
66.6666666666	85.80	704.67
83.3333333333	91.30	661.63
33.3333333333	84.80	508.78
33.3333333333	79.30	497.71
83.3333333333	98.40	735.56
16.6666666666	76.00	516.57
83.3333333333	93.60	651.49
66.6666666666	93.50	610.00
66.6666666666	89.90	548.80
33.3333333333	78.00	498.05
50	76.40	492.14
33.3333333333	78.70	505.88
33.3333333333	84.90	484.44
16.6666666666	80.90	461.61
50	75.10	508.60
50	86.20	489.09
83.3333333333	100.00	628.57
83.3333333333	94.50	800.50
33.3333333333	84.10	531.92
16.6666666666	64.50	480.74
50	80.80	501.33
50	85.10	507.16
33.3333333333	80.60	532.86
50	69.90	567.33
33.3333333333	85.50	497.21
33.3333333333	85.60	482.67
33.3333333333	73.40	498.61
16.6666666666	78.90	490.00
16.6666666666	82.20	504.39
66.6666666666	94.00	502.73
33.3333333333	73.90	487.41
50	95.80	589.78
33.3333333333	89.30	481.29
16.6666666666	96.90	474.67
16.6666666666	84.60	453.64
50	91.50	470.48
16.6666666666	78.50	506.67
16.6666666666	82.00	466.43
16.6666666666	89.70	468.00
